"ID"	"kmer_coverage"	"bioproject"	"biosample"	"bioproject_title"	"bioproject_description"	"refs"	"sample_acc"	"assay_type"	"center_name"	"experiment"	"sample_name"	"organism"	"longitude"	"latitude"	"selected_location"	"locations"	"disease_source"	"disease_text"	"do_label"	"do_id"	"tissue"	"tissue_source"	"tissue_text"	"bto_id"	"contigs_n50"	"contigs_nbseq"	"contigs_maxlen"	"contigs_sumlen"	"unitigs_n50"	"unitigs_nbseq"	"unitigs_maxlen"	"unitigs_sumlen"	"instrument"	"librarylayout"	"libraryselection"	"librarysource"	"library_name"	"platform"	"sra_study"	"releasedate"	"mbytes"	"avgspotlen"	"mbases"	"biosamplemodel_sam"	"collection_date_sam"	"location_count"	"location_avg_coverage"	"location_max_coverage"	"location_min_coverage"	"location_med_coverage"
"SRR19779315"	"0.756"	"PRJNA851702"	"SAMN19312007"	"Total RNA-Seq in HSV-1 infected human fibroblasts"	"Confluent MRC5 cells were infected with 10 PFU virus per cell. Viruses used in this study include: KOS (wildtype), n12 (delta ICP4), 5dl1.2 (delta ICP27), n199 (delta ICP22), and hp66 (delta UL30). Virus was adsorbed in PBS for 1 hr at room temperature. Viral inoculum was removed, and cells were washed quickly with PBS before adding on 1x DMEM media supplemented with 2% FBS. 0 hour time point was considered after adsorption of infected monolayers when cells were place at 37 degrees Celsius to incubate. If indicated, cells were treated with 75 ug/mL Cycloheximide or 300 ug/mL Phosphonacetic Acid at 0 hr post infection. Total RNA was isolated at 12 hours post infection from cells using the Direct-zol RNA MiniPrep Kit.</p><p>Samples infected with KOS for 12 hours were also subjected to RNaseR digestion followed by sequencing. For these samples, 7 ug total RNA was combined with 1x E-PAP Buffer, 2.5 mM MnCl2, 1 mM ATP, 40 Units RNase Inhibitor, and 8 Units E-PAP. Poly-A tailing reactions were incubated at 37 degrees C for 10 minutes. RNA was acid-phenol chloroform extracted, ethanol precipitated, and resuspended in nuclease-free water. PolyA-Tailed material was combined with 20 Units RNase Inhibitor , 20 Units RNase R, 100 mM LiCl, 20 mM Tris-HCl pH 8.0, 0.1 mM MgCl2. RNA was RNase R digested at 37 degrees C for 30 minutes, following clean-up with the RNA Clean and Concentration Kit.</p><p>ERCC spike-in controls were added to total RNA. All samples (untreated, or RNaseR digested) were ribominus selected and directional cDNA libraries were generated using either Stranded Total RNA Prep with Ribo-Zero Plus (Illumina # 20040525) or TruSeq Stranded Total RNA Ribo-Zero Gold (Illumina #RS-122-2303). 2-4 biological replicates were sequenced for all samples. Sequencing was performed at the NCI CCR Frederick Sequencing Facility using the Illumina NovaSeq SP platform to generate 150 bp PE reads."	""	"SRS9049301"	"RNA-Seq"	"NATIONAL CANCER INSTITUTE"	"SRX15823657"	"Total RNA-Seq in HSV-1 infected human fibroblasts"	"Homo sapiens"	""	""	""	""	""	""	""	""	""	""	""	""	"181"	"7494377"	"6717"	"571729018"	"40"	"36616816"	"2571"	"1717417722"	"Illumina NovaSeq 6000"	"PAIRED"	"Reduced Representation"	"TRANSCRIPTOMIC"	"n12"	"ILLUMINA"	"SRP383035"	"2023-01-14T00:00:00"	"5755"	"302"	"19276"	"Human"	""	"0"	""	""	""	""
"SRR9594083"	"0.756"	"PRJNA550980"	"SAMN12136325"	"Chromatin dynamics and the transcriptional competence of HSV-1 genomes"	"Profiling of HSV-1 transcription and chromatin status during productive infections"	""	"SRS5022219"	"MNase-Seq"	"UCL"	"SRX6359753"	"HSV-1"	"Human alphaherpesvirus 1"	"-77.03196"	"38.89036"	"geo_loc_name_sam"	"{""geo_loc_name_country_calc"": [-77.03196, 38.89036], ""geo_loc_name"": [""-77.03196"", ""38.89036""]}"	""	""	""	""	""	""	""	""	"32"	"281036"	"2781"	"10358625"	"35"	"4511851"	"750"	"174431829"	"NextSeq 550"	"PAIRED"	"MNase"	"GENOMIC"	"LS-PAA-EXP2-12"	"ILLUMINA"	"SRP211927"	"2019-06-25T00:00:00"	"448"	"160"	"964"	"Viral"	""	"262"	"0.75"	"1"	"0.5"	"0.75"
"ERR1121568"	"0.756"	"PRJEB11729"	"SAMEA3649926"	"De novo Assembly of Human Herpes Virus type 1 (HHV-1) Genome, Mining of Non-canonical Structures and Detection of Novel Drug-resistance Mutations using Short- and Long-read Next Generation Sequencing Technologies."	"Human herpesvirus type 1 (HHV-1) has a large double-stranded DNA genome of approximately 152 kbp that is structurally complex and GC-rich. To improve the assembly of HHV-1 genomes we have employed a hybrid genome assembly protocol using data from two sequencing technologies: the short-read Roche 454 and the long-read Oxford Nanopore MinION sequencers. The assembly of accurate, full-length HHV-1 genomes will be useful in determining genetic determinants of drug resistance, virulence, pathogenesis and viral evolution. The numerous, complex repeat regions of the HHV-1 genome currently remain a barrier towards this goal."	""	"ERS957075"	"WGS"	"ZOOLOGY DEPARTMENT, UNIVERSITY OF OXFORD"	"ERX1200996"	"SAMEA3649926"	"Human alphaherpesvirus 1 strain 17"	"3.89592"	"7.44463"	"INSDC center name"	""	""	""	""	""	""	""	""	""	"380"	"2344"	"5071"	"553181"	"50"	"39752"	"588"	"2081312"	"454 GS Junior"	"SINGLE"	"size fractionation"	"GENOMIC"	"unspecified"	"LS454"	"ERP013138"	"2016-05-20T00:00:00"	"8"	"322"	"14"	""	""	"18"	"0.8"	"1"	"0.72"	"0.75"
"ERR3209931"	"0.756"	"PRJEB31632"	"SAMEA5410191"	"Hospital Microbiome"	"Although disinfection is key to infection control, the colonization patterns and resistomes of hospital-environment microbes remain underexplored. We report the first extensive genomic characterization of microbiomes, pathogens and antibiotic-resistance cassettes in a tertiary hospital from repeated sampling (up to 1.5 years apart) of 179 sites from 45 beds. Deep shotgun-metagenomics unveiled distinct ecological niches of microbes and antibiotic-resistance genes characterized by biofilm-forming and human-microbiome influenced environments with corresponding patterns of spatiotemporal divergence. Quasi-metagenomics with nanopore sequencing provided thousands of high-contiguity genomes, phage and plasmid sequences (>60% novel), enabling characterization of resistome/mobilome diversity and dynamic architectures in hospital environments. Phylogenetics identified multidrug-resistant strains as being widely-distributed and stably-colonizing across sites. Comparisons with clinical isolates indicated that they persist in hospitals for extended periods (>8 years), opportunistically infecting patients. These findings highlight the importance of characterizing antibiotic-resistance reservoirs in hospitals and establishes feasibility of systematic surveys to target resources for preventing infections."	"PMC:8346589"	"ERS3215498"	"WGS"	"GENOME INSTITRUTE OF SINGAPORE"	"ERX3237542"	"SAMEA5410191"	"metagenome"	"103.79258"	"1.30263"	"INSDC center name"	""	""	""	""	""	""	""	""	""	"275"	"768790"	"25319"	"185444113"	"96"	"11197815"	"1812"	"811641159"	"Illumina HiSeq 2000"	"PAIRED"	"RANDOM"	"METAGENOMIC"	"unspecified"	"ILLUMINA"	"ERP114207"	"2019-05-23T00:00:00"	"2285"	"200"	"4936"	""	""	"2"	"0.71"	"0.76"	"0.66"	"0.71"
"SRR11107185"	"0.756"	"PRJNA607315"	"SAMN14128583"	"Effect of type I interferons against HSV infection in cerebral organoids"	"Administration of recombinant interferons to 3D brain organoid cultures infected with HSV reveals a strong antiviral effect of IFN-alpha against HSVOverall design: Comparison of transcriptomes from HSV infected or MOCK organoids treated with IFN-alpha or IFN-beta or left untreated (6 conditions) at two time points"	"PubMed:33838105"	"SRS6164658"	"RNA-Seq"	"GEO"	"SRX7744856"	"GSM4319163"	"Homo sapiens"	""	""	""	""	""	""	""	""	""	""	""	""	"261"	"40217"	"3128"	"8147025"	"50"	"1312370"	"816"	"68016172"	"Illumina HiSeq 2500"	"SINGLE"	"cDNA"	"TRANSCRIPTOMIC"	""	"ILLUMINA"	"SRP249912"	"2021-04-09T00:00:00"	"263"	"50"	"776"	""	""	"0"	""	""	""	""
"SRR9668604"	"0.756"	"PRJNA553809"	"SAMN12251527"	"HSV-1 infection timecourse of wildtype and Hpse-deficient MEFs"	"Herpes simplex viruses remain important pathogens with global burdens of disease. Containing a large double stranded DNA genome and capable of infecting virtually any cell type, HSV-1 serves as an excellent tool to probe connections between cellular signaling and response pathways. This study has the goal of understanding how heparanase (HPSE), a protein best known for its glycosidic activities at the extracellular matrix, promotes cell survival and thus viral pathogenesis. As upregulation of HPSE is both a major cause and marker of late stage inflammatory pathologies and various forms of cancer, these findings expose a valuable direction for design of multitarget interventions for human disease."	"PMC:8119219"	"SRS5084318"	"RNA-Seq"	"UNIVERSITY OF ILLINOIS AT CHICAGO"	"SRX6429104"	"WT_12B"	"Mus musculus"	""	""	""	""	""	""	""	""	"embryo"	"tissue"	"embryo"	"BTO_0001233"	"458"	"276144"	"8589"	"56261167"	"50"	"4447009"	"2318"	"227777229"	"Illumina HiSeq 4000"	"PAIRED"	"RANDOM"	"TRANSCRIPTOMIC"	"WT12B_S5"	"ILLUMINA"	"SRP214142"	"2020-08-07T00:00:00"	"995"	"300"	"2582"	"Model organism or animal"	""	"0"	""	""	""	""
"SRR9668599"	"0.756"	"PRJNA553809"	"SAMN12251543"	"HSV-1 infection timecourse of wildtype and Hpse-deficient MEFs"	"Herpes simplex viruses remain important pathogens with global burdens of disease. Containing a large double stranded DNA genome and capable of infecting virtually any cell type, HSV-1 serves as an excellent tool to probe connections between cellular signaling and response pathways. This study has the goal of understanding how heparanase (HPSE), a protein best known for its glycosidic activities at the extracellular matrix, promotes cell survival and thus viral pathogenesis. As upregulation of HPSE is both a major cause and marker of late stage inflammatory pathologies and various forms of cancer, these findings expose a valuable direction for design of multitarget interventions for human disease."	"PMC:8119219"	"SRS5084323"	"RNA-Seq"	"UNIVERSITY OF ILLINOIS AT CHICAGO"	"SRX6429109"	"KO_24C"	"Mus musculus"	""	""	""	""	""	""	""	""	"embryo"	"tissue"	"embryo"	"BTO_0001233"	"282"	"496623"	"6125"	"62808906"	"58"	"3166340"	"2419"	"180212184"	"Illumina HiSeq 4000"	"PAIRED"	"RANDOM"	"TRANSCRIPTOMIC"	"KO24C_S21"	"ILLUMINA"	"SRP214142"	"2020-08-07T00:00:00"	"800"	"300"	"2011"	"Model organism or animal"	""	"0"	""	""	""	""
"SRR6029570"	"0.756"	"PRJNA406943"	"SAMN07634611"	"Genome-wide analysis of herpes simplex virus type 1 (HSV-1) infected cells"	"The goal of this study was to compare the whole transcriptional profile (RNA-seq) of herpes simplex virus type 1 (HSV-1) infected and mock infected human fibroblast KMB17 strain at 48 hours post infection.There is increasing evidence that circular RNAs (circRNAs) are involved in diverse pathogenesis processes; however, their roles in virus infection remain unclear. Here, we profiled global changes of circRNAs, genes and microRNA (miRNAs) under herpes simplex virus type 1 (HSV-1) infection by RNA-seq. Numerous dysregulated transcripts comprised of 536 circRNAs, 3,885 genes and 207 miRNAs were found during viral infection. The dysregulated genes were enriched to NOD-like receptor signaling pathway, Jak-STAT signaling pathway and pathways of apoptosis, cell cycle progression and cell death, all of which may be implicated in viral pathogenesis and cellular immunity. Further integration analysis of circRNAs, genes and miRNAs reveals putative involvement of circRNAs in viral pathogenesis and antiviral immunity by circRNA-miRNA-gene regulatory axis. This work provides a comprehensive view for dysregulated circRNAs induced by HSV-1 and their interplay with miRNAs and genes, thus offering new insights into the mechanisms of interactions between HSV-1 and its host.Overall design: Whole transcriptome profiles of  herpes simplex virus type 1 (HSV-1) infected and mock infected human fibroblast KMB17 strain at 48 hours post infection were generated by deep sequencing, in triplicate, using Illumina Hiseq 4000 platform."	"PubMed:29972822"	"SRS2508877"	"RNA-Seq"	"GEO"	"SRX3179969"	"GSM2781409"	"Homo sapiens"	""	""	""	""	""	""	""	""	""	""	""	""	"233"	"3873263"	"10770"	"392543942"	"51"	"26082278"	"2545"	"1371647497"	"Illumina HiSeq 4000"	"PAIRED"	"cDNA"	"TRANSCRIPTOMIC"	""	"ILLUMINA"	"SRP117344"	"2017-09-14T00:00:00"	"5838"	"300"	"15000"	""	""	"0"	""	""	""	""
"SRR9594148"	"0.756"	"PRJNA550980"	"SAMN12136325"	"Chromatin dynamics and the transcriptional competence of HSV-1 genomes"	"Profiling of HSV-1 transcription and chromatin status during productive infections"	""	"SRS5022219"	"MNase-Seq"	"UCL"	"SRX6359688"	"HSV-1"	"Human alphaherpesvirus 1"	"-77.03196"	"38.89036"	"geo_loc_name_sam"	"{""geo_loc_name_country_calc"": [-77.03196, 38.89036], ""geo_loc_name"": [""-77.03196"", ""38.89036""]}"	""	""	""	""	""	""	""	""	"169"	"919888"	"2095"	"86364189"	"68"	"5384893"	"622"	"296604640"	"NextSeq 550"	"PAIRED"	"MNase"	"GENOMIC"	"LS-ctrl-9"	"ILLUMINA"	"SRP211927"	"2019-06-25T00:00:00"	"449"	"502"	"799"	"Viral"	""	"262"	"0.75"	"1"	"0.5"	"0.75"
"SRR8494493"	"0.756"	"PRJNA513274"	"SAMN10502583"	"Dictyocoela muelleri genome sequencing, assembly and annotation"	"Genome sequencing, assembly and annotation of Dictyocoela muelleri"	""	"SRS4298062"	"WGS"	"UMR7267, UNIVERSITE DE POITIERS ECOLOGIE ET BIOLOGIE DES INTERACTIONS"	"SRX5299056"	"Sample for Dictyocoela muelleri"	"Dictyocoela muelleri"	"5.27457"	"47.14886"	"geo_loc_name_sam"	"{""geo_loc_name_country_calc"": [2.3414, 48.85717], ""geo_loc_name"": [""5.27457"", ""47.14886""]}"	""	""	""	""	""	""	""	""	"200"	"23811811"	"10545"	"2005904509"	"45"	"115965155"	"4896"	"5834583585"	"Illumina HiSeq 3000"	"PAIRED"	"RANDOM"	"GENOMIC"	"Ou54_5972_1"	"ILLUMINA"	"SRP182632"	"2020-02-25T00:00:00"	"14853"	"302"	"34291"	"Invertebrate"	"2015-04-15"	"8"	"0.76"	"0.76"	"0.75"	"0.76"
"SRR26058752"	"0.756"	"PRJNA1017160"	"SAMN37389982"	"mNGS data of severe pneumonia patients"	"mNGS sequencing data of samples from respiratory tract of severe pneumonia patients. These data are used to analyze the herpes virus and respiratory microbiota."	""	"SRS18880371"	"WGS"	"GENOXOR MEDICIAL&SCIENCE TECHNOLOGY"	"SRX21774889"	"S9"	"human metagenome"	""	""	""	""	""	""	""	""	""	""	""	""	"5342"	"5883"	"50843"	"4389906"	"76"	"154725"	"6281"	"11588976"	"NextSeq 550"	"SINGLE"	"RANDOM"	"METAGENOMIC"	"5"	"ILLUMINA"	"SRP460498"	"2023-09-14T00:00:00"	"52"	"74"	"135"	"Metagenome or environmental"	""	"0"	""	""	""	""
"SRR6502823"	"0.756"	"PRJNA430532"	"SAMN08376048"	"Global analysis of the interplay between site-specific CREB O-GlcNAc glycosylation and phosphorylation"	"Purpose: CREB (cAMP response element binding protein) is a transcription factor that is critical for learning and memory. The activity of CREB is mediated through its post-translational modifications (PTMs); specifically, phosphorylation at serine 133 and glycosylation at serine 40.  In this study, we used RNA-Seq and weighted gene network coexpression analysis (WGCNA) to determine the CREB-mediated transcriptional programmes that are regulated by phosphorylation at serine 133 and glycosylation at serine 40 through the use of various PTM-deficient CREB mutants.Methods: The mRNA profiles of E16.5 Creb1-/- mouse cortical neurons expressing GFP, WT CREB, S40A-CREB, S133A-CREB, and S40A-S133A-CREB were generated by deep sequencing, in triplicate, using Illumina HiSeq 2500. The sequence reads that passed quality filters were analyzed using Bowtie, aligned using TopHat, and quantified using Cufflinks in Galaxy.Results: Through differential expression analysis with glycosylation-deficient (S40A) and phosphorylation-deficient (S133A) CREB mutants, we show that CREB O-GlcNAcylation is important for neuronal activity and excitability, while phosphorylation at serine 133 regulates the expression of genes involved in neuronal differentiation. Furthermore, many of the S40A and S133A differentially-expressed genes were directly bound by (1) CREB and its co-activators, CREB-binding protein and p300, (2) activating histone modifications, (3) OGT and O-GlcNAc, and (4) Tet1, an critical regulator of neuronal activity and differentiation. Finally, we observed a positive correlation between S40A and activity- and excitotoxicity-related gene networks and a negative correlation between S133A and neuronal differentiation and amino and fatty acid metabolism-related gene networks. This study demonstrates that CREB O-GlcNAcylation at serine 40 and phosphorylation mediate mutually exclusive gene networks. Together, O-GlcNAc and phosphorylation impart a TF code, which CREB must integrate and decode to modulate neuronal activity, differentiation, and metabolism.Overall design: The mRNA profiles from E16.5 Creb1-/- mouse cortical neurons expressing glycosylation- and/or phosphorylation-deficient and WT CREB using HSV (herpes simplex virus) were generated by deep sequencing, in duplicate or quadruplicate, using the Illumina HiSeq 2500."	""	"SRS2859673"	"RNA-Seq"	"GEO"	"SRX3591516"	"GSM2940273"	"Mus musculus"	""	""	""	""	""	""	""	""	""	""	""	""	"554"	"86003"	"6465"	"23681857"	"50"	"1687188"	"1788"	"90237448"	"Illumina HiSeq 2500"	"SINGLE"	"cDNA"	"TRANSCRIPTOMIC"	""	"ILLUMINA"	"SRP131128"	"2020-12-22T00:00:00"	"878"	"50"	"1705"	""	""	"0"	""	""	""	""
"SRR7537476"	"0.756"	"PRJNA481773"	"SAMN09690160"	"Relative accessability of HSV1 genomic DNA compared with its host cell (ATAC-seq)"	"To compare the relative accessability of HSV1 DNA compared with its host DNA, we performed ATAC-seq analysis.Overall design: Cells were left uninfected; infected for 2, 4, or 6 hours; or infected for 6 hours in the presence of phosphonoacetic acid to prevent genome replication. ATAC-seq was performed as per standard published protocols."	"PubMed:31038454"	"SRS3559385"	"ATAC-seq"	"GEO"	"SRX4405007"	"GSM3291177"	"Homo sapiens"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"44"	"71799817"	"431"	"3064060713"	"Illumina HiSeq 2500"	"PAIRED"	"other"	"GENOMIC"	""	"ILLUMINA"	"SRP154375"	"2018-07-20T00:00:00"	"6302"	"100"	"12163"	""	""	"0"	""	""	""	""
"SRR9594043"	"0.756"	"PRJNA550980"	"SAMN12136325"	"Chromatin dynamics and the transcriptional competence of HSV-1 genomes"	"Profiling of HSV-1 transcription and chromatin status during productive infections"	""	"SRS5022219"	"MNase-Seq"	"UCL"	"SRX6359793"	"HSV-1"	"Human alphaherpesvirus 1"	"-77.03196"	"38.89036"	"geo_loc_name_sam"	"{""geo_loc_name_country_calc"": [-77.03196, 38.89036], ""geo_loc_name"": [""-77.03196"", ""38.89036""]}"	""	""	""	""	""	""	""	""	"152"	"672710"	"7038"	"53055690"	"90"	"5920180"	"888"	"370592395"	"NextSeq 550"	"PAIRED"	"MNase"	"GENOMIC"	"3-naked"	"ILLUMINA"	"SRP211927"	"2019-06-25T00:00:00"	"482"	"285"	"1183"	"Viral"	""	"262"	"0.75"	"1"	"0.5"	"0.75"
"SRR9661184"	"0.756"	"PRJNA553555"	"SAMN12238332"	"GTF ChIP-Seq of WT (KOS) and ICP4 null (n12) HSV-1 Productive Infection in MRC5 cells"	"MRC5 cells were infected with WT (KOS) or ICP4-null HSV-1 (n12) at an MOI of 10 PFU/cell for 2.5 hours and ChIP-Seq for ICP4, Pol II, TBP, Sp1, Med1, and Med23 was performed. Illumina libraries were constructed for the IP and input material. Illumina sequencing was carried out at Tufts University Core Facility using HiSeq 2500 to generate 50 bp single-end reads."	""	"SRS5078939"	"ChIP-Seq"	"UNIVERSITY OF PITTSBURGH"	"SRX6422104"	"ICP4 null  mutant"	"Human alphaherpesvirus 1"	""	""	""	""	""	""	""	""	""	""	""	""	"35"	"137861"	"16760"	"6000683"	"51"	"10221176"	"2131"	"487340202"	"Illumina HiSeq 2500"	"SINGLE"	"ChIP"	"GENOMIC"	"KOS_2.5h-Med23"	"ILLUMINA"	"SRP213903"	"2019-10-23T00:00:00"	"930"	"51"	"1911"	"Viral"	""	"0"	""	""	""	""
